iter	Logloss
135	0.2899608409
136	0.28989394
137	0.2897806911
138	0.2896723274
139	0.2895752568
140	0.2894196264
141	0.2892686945
142	0.2890728548
143	0.2889800946
144	0.288912157
145	0.2888511649
146	0.2888008586
147	0.2887518419
148	0.2887034658
149	0.2886480559
150	0.2885323861
151	0.2884412593
152	0.2882189512
153	0.2881406989
154	0.2881003646
155	0.2880394319
156	0.2879576691
157	0.287858702
158	0.2877850289
159	0.2877557125
160	0.2876097384
161	0.2873214095
162	0.2872248201
163	0.2871044831
164	0.2869517558
165	0.2868477245
166	0.2867483046
167	0.2864892445
168	0.2864471741
169	0.2863428758
170	0.2862022996
171	0.2861645378
172	0.2861111933
173	0.286075127
174	0.2859531857
175	0.2858574696
176	0.2857869957
177	0.2856061528
178	0.2856061419
179	0.2855676852
180	0.285478057
181	0.2853687395
182	0.2853163181
183	0.285237106
184	0.2851176887
185	0.2848550488
186	0.2847406607
187	0.28456455
188	0.28449126
189	0.2844486025
190	0.2843326271
191	0.2842614759
192	0.2841914995
193	0.2840847814
194	0.2840073211
195	0.28393263
196	0.2838599547
197	0.2837516035
198	0.2836900632
199	0.2835947601
200	0.2835162278
201	0.2834639012
202	0.2834195508
203	0.2833612328
204	0.283324633
205	0.2832853576
206	0.2832775557
207	0.2831996095
208	0.2828427485
209	0.2827739262
210	0.2827564661
211	0.2825217969
212	0.2824707904
213	0.2824399269
214	0.2821553746
215	0.2818829798
216	0.2818040764
217	0.2817573244
218	0.2816395894
219	0.2815412372
220	0.2815085202
221	0.2812566223
222	0.2811831145
223	0.2811409611
224	0.2810926465
225	0.2810531625
226	0.2810124426
227	0.2809955325
228	0.2809490956
229	0.2809090546
230	0.2808633077
231	0.2807992773
232	0.2807286027
233	0.2806803552
234	0.2805768706
235	0.28051308
236	0.2804597365
237	0.2802914181
238	0.2802179552
239	0.28018218
240	0.2801027853
241	0.2799905469
242	0.2799388532
243	0.2799381769
244	0.2799007853
245	0.2798314586
246	0.2797810984
247	0.279706788
248	0.2796570785
249	0.2795612276
250	0.2794752221
251	0.2794129504
252	0.2793383683
253	0.2792902534
254	0.2792148481
255	0.2792126226
256	0.2791487231
257	0.278982735
258	0.2789218298
259	0.2788536417
260	0.278739509
261	0.2786820234
262	0.2786297525
263	0.2782673536
264	0.2779220152
265	0.277850005
266	0.2777113331
267	0.2776841849
268	0.2776409913
269	0.2775472474
270	0.2772851728
271	0.277250474
272	0.2772392059
273	0.2771414828
274	0.2769150566
275	0.2766414824
276	0.2765665628
277	0.2764608046
278	0.276430645
279	0.276378879
280	0.2763400196
281	0.2762852223
282	0.2761747188
283	0.2760799859
284	0.2760267754
285	0.2759433798
286	0.275908023
287	0.2758477315
288	0.2757817215
289	0.2756589661
290	0.2755822165
291	0.2755326711
292	0.275503595
293	0.2754716605
294	0.2754352744
295	0.2753566621
296	0.2753054103
297	0.2752735663
298	0.275222843
299	0.2751662311
300	0.2751222692
301	0.2750912717
302	0.2750462558
303	0.2750181943
304	0.2749649759
305	0.274931879
306	0.274903377
307	0.2748677253
308	0.2748551025
309	0.2748312086
310	0.2747570753
311	0.2747367378
312	0.2746267172
313	0.2745642823
314	0.2745128894
315	0.2744376078
316	0.2743763243
317	0.2743484333
318	0.2743053656
319	0.27425482
320	0.2741944599
321	0.2741664083
322	0.2741374325
323	0.2740892573
324	0.2739119675
325	0.2738949788
326	0.2738302147
327	0.2737804071
328	0.2736099071
329	0.2735512075
330	0.2735238992
331	0.273453299
332	0.2732095596
333	0.2731876983
334	0.2731107632
335	0.2730719137
336	0.2730538986
337	0.2730369785
338	0.2729710213
339	0.2729556374
340	0.2728177807
341	0.2728009495
342	0.2727773819
343	0.2727394446
344	0.2727005478
345	0.2726755305
346	0.2725730214
347	0.2724989891
348	0.2724424674
349	0.2724119026
350	0.2723930574
351	0.2723480813
352	0.2722950784
353	0.2722663761
354	0.2722310394
355	0.2721660316
356	0.2721270166
357	0.2720851048
358	0.2720331144
359	0.2719890405
360	0.2719453361
361	0.271914913
362	0.2718718199
363	0.2718508601
364	0.2718084307
365	0.2717084112
366	0.2716808858
367	0.2715992996
368	0.2715846858
369	0.2715364871
370	0.2713391148
371	0.2712880482
372	0.271266997
373	0.2712107535
374	0.2711486392
375	0.2710970261
376	0.2710833923
377	0.2710646974
378	0.2710251572
379	0.2709209798
380	0.2708636727
381	0.2708134383
382	0.2707823559
383	0.2707657156
384	0.2707051142
385	0.2706669009
386	0.2706511539
387	0.2705840167
388	0.2705262004
389	0.2704929233
390	0.2704624318
391	0.2704235509
392	0.2703722364
393	0.2702709049
394	0.2701980379
395	0.2701089292
396	0.2700878675
397	0.2700332342
398	0.2699906907
399	0.2699478627
400	0.2699168603
401	0.2698854897
402	0.2698243544
403	0.2697843113
404	0.269696276
405	0.2696829939
406	0.2696611903
407	0.2696117028
408	0.2696060855
409	0.2695705409
410	0.2695191845
411	0.2694878507
412	0.2694430891
413	0.2694207966
414	0.269385439
415	0.2693473198
416	0.269210704
417	0.2691820761
418	0.269129005
419	0.2690672896
420	0.2690198367
421	0.2689932284
422	0.2689398958
423	0.2689096057
424	0.2688841713
425	0.2688658662
426	0.2688022733
427	0.2687780898
428	0.2687373458
429	0.2687046894
430	0.2686437047
431	0.2686049889
432	0.268493869
433	0.2684342338
434	0.2683683101
435	0.2683492429
436	0.2682841067
437	0.2682630131
438	0.2682337007
439	0.2681975329
440	0.2681562264
441	0.2681356378
442	0.2681034023
443	0.2680020961
444	0.2679861178
445	0.2679757309
446	0.2679387426
447	0.2679278348
448	0.2678913244
449	0.2678762518
450	0.2678589318
451	0.2678014306
452	0.2677440982
453	0.2677114128
454	0.267659586
455	0.2676302327
456	0.2675850948
457	0.2675251494
458	0.2674635997
459	0.2674523095
460	0.2673822383
461	0.2673593997
462	0.2673289117
463	0.2672650222
464	0.2672257088
465	0.267200519
466	0.2671817528
467	0.2671323336
468	0.2670996473
469	0.267063048
470	0.2670523413
471	0.2670087461
472	0.2669417623
473	0.2669126721
474	0.2669031633
475	0.266868581
476	0.2668520767
477	0.2668226176
478	0.2667818386
479	0.2667319157
480	0.2666235078
481	0.2666095456
482	0.2665798015
483	0.2665519281
484	0.2665027375
485	0.2664919599
486	0.2664399918
487	0.2664111664
488	0.2662671466
489	0.266183347
490	0.2661483155
491	0.2661188098
492	0.2660970975
493	0.2660715442
494	0.2660576462
495	0.2660091508
496	0.2659714515
497	0.2659152302
498	0.2658790606
499	0.2658551503
500	0.2658201083
501	0.2657812972
502	0.2657109167
503	0.2657031445
504	0.2656501866
505	0.2656167487
506	0.2655884073
507	0.2655756899
508	0.2655518216
509	0.2655339834
510	0.2654671892
511	0.2654576908
512	0.2654186199
513	0.2653844036
514	0.2653107548
515	0.2652947472
516	0.2652697927
517	0.2652318249
518	0.2651796725
519	0.2651705863
520	0.2651066826
521	0.2650502576
522	0.2650215326
523	0.2649733295
524	0.2649574147
525	0.264906443
526	0.2648800595
527	0.264869352
528	0.2648563072
529	0.2648338224
530	0.2647769826
531	0.2647711639
532	0.2647532863
533	0.2646929986
534	0.2646758718
535	0.2646701559
536	0.264645381
537	0.264581115
538	0.2645721108
539	0.2645103345
540	0.2645019475
541	0.2644518133
542	0.2644397149
543	0.2644114104
544	0.2643877176
545	0.2643415651
546	0.2642991874
547	0.2642532898
548	0.2642185124
549	0.2641940133
550	0.2641668973
551	0.2641006595
552	0.264083825
553	0.2640164369
554	0.2639711808
555	0.2639327529
556	0.2639111305
557	0.2638482373
558	0.2638440699
559	0.2637847893
560	0.2636911039
561	0.2636572106
562	0.2636282706
563	0.2636102671
564	0.2636009197
565	0.2635727033
566	0.2635421008
567	0.2635027813
568	0.2634398286
569	0.2634282763
570	0.2633874571
571	0.2633774938
572	0.2633487624
573	0.2633222877
574	0.2633027993
575	0.2632586832
576	0.263240936
577	0.2632080905
578	0.2631857339
579	0.2631125751
580	0.2630842634
581	0.263024697
582	0.2629776497
583	0.2629541019
584	0.2629352868
585	0.2629143684
586	0.262904913
587	0.2628807342
588	0.2628082105
589	0.2627970782
590	0.2627789467
591	0.2627552509
592	0.2626961602
593	0.262681795
594	0.2626738597
595	0.262651834
596	0.2626359434
597	0.262628835
598	0.2625852136
599	0.2625783203
600	0.2625371211
601	0.2625150005
602	0.2624766844
603	0.2624635593
604	0.2624308889
605	0.2624261684
606	0.2624057882
607	0.2623872474
608	0.2623583555
609	0.2623498521
610	0.2623216066
611	0.2622964625
612	0.2622665883
613	0.262234424
614	0.2621856963
615	0.2621058723
616	0.2620661231
617	0.2620517294
618	0.2620264166
619	0.2619931362
620	0.2619223959
621	0.2618877119
622	0.2618729802
623	0.2618483505
624	0.2618191149
625	0.2617901382
626	0.2617749021
627	0.2617204748
628	0.261713471
629	0.2616692524
630	0.2616293181
631	0.2616138603
632	0.2615751575
633	0.2615499775
634	0.2615188017
635	0.2615112228
636	0.2614824896
637	0.2614338849
638	0.2613817798
639	0.2613623649
640	0.2613515571
641	0.2613438202
642	0.2612805589
643	0.2612446168
644	0.2612157223
645	0.2612089218
646	0.2611828361
647	0.2611313751
648	0.2611043121
649	0.2610711461
650	0.261060071
651	0.2610305988
652	0.2610238792
653	0.2609970692
654	0.2609657129
655	0.2609166928
656	0.2608532364
657	0.2608344913
658	0.260828888
659	0.2608014992
660	0.2607798851
661	0.2607748245
662	0.2607469186
663	0.2606995468
664	0.2606684307
665	0.2606468361
666	0.2606148402
667	0.2605881965
668	0.2605127653
669	0.2604823572
670	0.2604471776
671	0.260436839
672	0.2604193876
673	0.2603936377
674	0.2603745103
675	0.2603280258
676	0.2602881762
677	0.2602719494
678	0.260238738
679	0.2602009597
680	0.2601792883
681	0.2601513191
682	0.2601392694
683	0.2601133623
684	0.2601011443
685	0.2600450875
686	0.2600334013
687	0.2600222417
688	0.2599540871
689	0.2599332308
690	0.259931903
691	0.2598938113
692	0.2598609242
693	0.2598381363
694	0.2598036352
695	0.2597748121
696	0.2597106897
697	0.2596881414
698	0.2596637229
699	0.2596093968
700	0.2595674698
701	0.2595599538
702	0.259554915
703	0.2595304632
704	0.2595235997
705	0.2595139589
706	0.2594731553
707	0.2594457507
708	0.2594169975
709	0.2594009999
710	0.2593848568
711	0.2593369956
712	0.2593261506
713	0.2592982021
714	0.2592858478
715	0.2592406606
716	0.2592224844
717	0.2591634991
718	0.259101167
719	0.2590505118
720	0.2589589607
721	0.2589218442
722	0.2589050659
723	0.2588959772
724	0.2588768109
725	0.258874407
726	0.2588367115
727	0.2588002585
728	0.2587885743
729	0.2587514045
730	0.2587017028
731	0.258600856
732	0.2585800612
733	0.2585693382
734	0.2585521698
735	0.2585318356
736	0.2584783722
737	0.2584566013
738	0.2584206462
739	0.2583738685
740	0.2583326919
741	0.2583097593
742	0.2582701372
743	0.2581942115
744	0.258165139
745	0.2581531853
746	0.258146726
747	0.2581129613
748	0.2580983388
749	0.2580753045
750	0.2580376056
751	0.2580174381
752	0.2579844433
753	0.2579296749
754	0.2579003475
755	0.2578275564
756	0.2577922798
757	0.2577488213
758	0.2577373686
759	0.2577085488
760	0.2576813896
761	0.257640508
762	0.2575899357
763	0.2575824027
764	0.2575393523
765	0.2575327265
766	0.2575200436
767	0.2574509754
768	0.2574134626
769	0.2573027424
770	0.2572822802
771	0.2572575837
772	0.2572251505
773	0.257160891
774	0.2571361234
775	0.2571023103
776	0.2570779155
777	0.2570163588
778	0.2569882457
779	0.2569506474
780	0.2569463065
781	0.2569207029
782	0.2569031021
783	0.2568985985
784	0.2568424529
785	0.2568305596
786	0.2567765673
787	0.2567376177
788	0.2567133691
789	0.2567022019
790	0.2566854028
791	0.2566436384
792	0.2566194896
793	0.2565894339
794	0.2565667527
795	0.2565587127
796	0.2565552011
797	0.2565287759
798	0.2565191358
799	0.2564802218
800	0.2564533268
801	0.2564478866
802	0.2564263939
803	0.2563952261
804	0.2563738352
805	0.2563673183
806	0.2563594448
807	0.2563579765
808	0.2563229133
809	0.256318613
810	0.256301631
811	0.2562785642
812	0.2562575283
813	0.2562190014
814	0.2562075784
815	0.2561811618
816	0.2561337893
817	0.2561051926
818	0.2560885908
819	0.2560552345
820	0.256028667
821	0.2560069365
822	0.2559720928
823	0.2559600092
824	0.2559469578
825	0.2559191949
826	0.2558741802
827	0.2558381906
828	0.2557869754
829	0.2557683103
830	0.2557425099
831	0.2557095575
832	0.2556753781
833	0.2556567891
834	0.2556284708
835	0.2555953411
836	0.2555694557
837	0.2555508889
838	0.2555142179
839	0.2554958234
840	0.2554656162
841	0.2554499891
842	0.2554038449
843	0.2553745301
844	0.2553675201
845	0.2553399289
846	0.2552999284
847	0.2552559337
848	0.2552393163
849	0.2551975282
850	0.2551475087
851	0.2551223464
852	0.2550957044
853	0.2550819999
854	0.2550587471
855	0.2550495029
856	0.2550254498
857	0.2550061627
858	0.2549915258
859	0.2549832531
860	0.2549536054
861	0.2549164881
862	0.254893082
863	0.2548761196
864	0.2548079974
865	0.2547836614
866	0.2547592677
867	0.2547035025
868	0.2546665823
869	0.2546579575
870	0.2546463927
871	0.2546025365
872	0.25457399
873	0.2545430323
874	0.2545042583
875	0.2544673849
876	0.2544582426
877	0.2544050721
878	0.2543465947
879	0.2543402761
880	0.2543254926
881	0.2542797425
882	0.2542659847
883	0.2542529993
884	0.2542413809
885	0.2542381363
886	0.2542158514
887	0.2542127639
888	0.2541889177
889	0.2541723366
890	0.2541580889
891	0.2540976792
892	0.2540548469
893	0.2540441097
894	0.2540261601
895	0.2539929496
896	0.2539421058
897	0.2539056131
898	0.2538853442
899	0.2538691472
900	0.2538456978
901	0.2537971498
902	0.253788734
903	0.2537678632
904	0.2537401991
905	0.2537257625
906	0.2537054727
907	0.2536684422
908	0.253635475
909	0.2536181861
910	0.2535852814
911	0.2535520832
912	0.2535318252
913	0.2535019593
914	0.2534842025
915	0.2534638085
916	0.2534348862
917	0.2533742508
918	0.2533629216
919	0.2533518376
920	0.2532850876
921	0.2532457682
922	0.2532114364
923	0.253172831
924	0.2531679963
925	0.2531538653
926	0.2531170225
927	0.2530820667
928	0.2530667818
929	0.2530551924
930	0.2530317309
931	0.2530250718
932	0.2530067442
933	0.2529729516
934	0.252921813
935	0.2528898713
936	0.2528710032
937	0.2528425849
938	0.2527963517
939	0.2527695158
940	0.2527558548
941	0.2527284912
942	0.2527079612
943	0.2526994679
944	0.2526712432
945	0.2526336822
946	0.2526028702
947	0.2525778465
948	0.252565205
949	0.2525179163
950	0.2524693556
951	0.2524614993
952	0.2524404067
953	0.2523912887
954	0.2523551206
955	0.2523327093
956	0.2523094624
957	0.2522867215
958	0.2522209972
959	0.2522104547
960	0.2522015854
961	0.2521770618
962	0.2521632725
963	0.2521491366
964	0.2521011501
965	0.2520891393
966	0.2520802526
967	0.252037313
968	0.2519999116
969	0.2519808543
970	0.2519427565
971	0.2519088454
972	0.25188629
973	0.2518723465
974	0.2518410746
975	0.2518171462
976	0.2517891706
977	0.251780111
978	0.2517556753
979	0.2517321062
980	0.251729825
981	0.2516908098
982	0.2516755282
983	0.2516707196
984	0.2516264475
985	0.2516171827
986	0.2516047456
987	0.2515694223
988	0.2515135478
989	0.2514676963
990	0.2514474365
991	0.2514342809
992	0.2513822568
993	0.2513676224
994	0.2513395032
995	0.2512883257
996	0.2512830684
997	0.2512698381
998	0.2512435137
999	0.2512103089
